代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
000760,*ST斯太,0.79,1.28,0.01,1.28,1.29,150822,2462,0,2.3,1.25,,,,--  ,1.31,1.21,1.27,--  ,18883688,0.91,汽车配件,湖北,7.87,1.25,74264,76558,0.97,136,4790,--  ,543000,0.09,--  ,--  ,6.54,          8.38亿,          9.88亿,2.81,812,186,0.0028,1,1.59,-2.29,-22.42,-14.66,3.2,          6.02亿,--  ,0.37,-1.57,3.15,-4.72,-1.41,2.4,-2.29,5.79,2.2,20191030,19970627,7.72,--  ,--  ,7.28,4.86,--  ,33.14,2.52,1.11,1.24,2.41,0.28,0.02,14.26,0.08,0.07,-0.5,0,-0.5,-0.5,-0.5,-0.5,-17.3,-1.33,-1.34,56119,8388,1.07万,85.3,-95.7,2.03,-7.43,126.08,0,-0.065㈢,0.63,0,1.85,-2.24,-0.17,66.86, -10.30㈢,12.88,-632.8,-639.53,0.17,101,760,--  ,--  ,--  
603060,国检集团,0.78,19.27,0.15,19.24,19.27,19154,172,0.63,0.62,19.09,,,,33.16,19.52,18.81,19.12,35.2,36707396,1.51,建筑工程,北京,3.71,19.16,10765,8389,1.28,6,16,--  ,131700,0.01,--  ,--  ,3.08,         59.35亿,         59.35亿,1.69,1241,15,0.0005,2,0.47,-10.66,-16.76,-20.63,1.97,         18.70亿,30.81,1.15,-0.16,2.09,-1.62,0.23,0.94,-1.28,2.45,0.55,20191108,20161109,3.08,--  ,--  ,16.58,12.45,1.06,18.51,8.48,4.14,0.69,1.99,0.13,1.63,3.96,6.96,3.82,1.51,0.12,1.55,1.31,1.26,1.02,4.44,0.67,-1.42,12727,7626,14.70万,-9.67,11.1,4.77,89.21,8.53,0.99,0.510㈢,4.04,0,1.29,1.44,0.22,75.11,  10.16㈢,45.1,21.73,18.17,0.55,2009,603060,--  ,--  ,--  
000877,天山股份,0.78,11.59,0.09,11.58,11.59,194183,1465,0,2.21,11.36,,,,7.37,11.64,11.3,11.5,7.43,223605376,0.73,水泥,新疆,2.96,11.52,90606,103577,0.87,185,2642,--  ,1400700,0.02,--  ,--  ,8.8,        102.00亿,        121.55亿,2.81,3430,57,0.0006,2,-1.02,-6.91,2.84,-2.19,3.42,         65.80亿,7.37,0.79,-1.22,1.22,-1.74,0.13,2.02,-0.43,2.57,0.65,20200325,19990107,10.49,--  ,--  ,152.78,96.47,4.91,33.64,30.36,109.82,6.74,34.01,3.51,4.62,40.76,96.88,61.43,23.97,0.06,23.27,18.29,16.36,14.41,40.08,26.76,-5.26,84178,6744,7.82万,31.8,22.14,1.26,4.54,1.25,4.43,1.560㈣,9.2,0,3.89,3.82,2.55,63.14,  16.96㈣,36.6,24.74,16.88,0.4,6924,877,--  ,--  ,--  
603599,广信股份,0.77,15.64,0.12,15.64,15.65,70049,1373,-0.05,1.51,15.31,,,,14.19,15.79,15.23,15.52,13.15,109058488,1.7,农药化肥,安徽,3.61,15.57,34731,35318,0.98,155,34,--  ,584800,0.02,--  ,--  ,4.65,         72.68亿,         72.68亿,1.67,2511,28,0.0006,5,5.32,3.1,7.27,4.34,2.95,         37.10亿,15.38,1.24,-1.35,1.74,-1.87,0.32,2.16,-0.95,2.69,0.46,20200212,20150513,4.65,--  ,--  ,63.39,49.92,--  ,21.25,44.33,13.31,2.06,13.04,4,3.28,21.5,25.53,17.34,4.9,0.48,4.92,4.15,4.15,3.56,20.93,6.53,-3.91,16745,14167,22.16万,10.43,13.25,1.46,11.14,2.85,1.13,0.892㈢,10.74,0,4.63,4.51,1.4,78.75,   8.30㈢,32.06,19.18,16.24,1.29,1568,603599,--  ,--  ,--  
002437,誉衡药业,0.77,2.61,0.02,2.6,2.61,185107,1385,0.38,0.85,2.58,,,,46.61,2.64,2.53,2.59,13.87,48008804,0.33,化学制药,黑龙江,4.25,2.59,89830,95277,0.94,2409,1219,--  ,424700,0.02,--  ,--  ,21.75,         56.76亿,         57.37亿,2.8,2025,91,0.0004,1,-4.05,-6.45,-11.52,-13.86,2.08,         23.26亿,45.22,0.57,-0.39,1.93,-2.32,0.14,1.16,-1.14,3.16,0.63,20191231,20100623,21.98,--  ,--  ,96.06,46.21,0.64,51.23,30.23,16.27,4.97,43.61,4.44,6.07,4.2,39.77,10.66,3.73,-0.03,3.74,3.14,3.1,2.82,16.46,7.11,3.81,84500,10547,2.75万,-1.2,0.38,3.68,8.07,1.44,0.46,0.141㈢,0.71,0.71,0.19,0.75,0.32,48.1,   6.72㈢,73.2,9.38,7.8,0.78,2427,2437,--  ,--  ,--  
600248,延长化建,0.77,3.94,0.03,3.94,3.95,42333,1264,0.51,0.64,3.87,,,,10.64,3.94,3.83,3.91,12.49,16454599,0.97,建筑工程,陕西,2.81,3.89,22386,19947,1.12,175,3526,--  ,40600,0,--  ,--  ,6.57,         25.87亿,         36.17亿,1.67,716,59,0.0009,2,-0.26,-9.42,-9.42,-10.46,1.42,         11.77亿,12.76,1.03,-1.02,0.77,-2.05,-0.59,1.81,0,2.87,1.36,20200114,20000622,9.18,--  ,--  ,80.77,28.7,--  ,64.47,69.67,6.4,0.85,51.01,25.78,29.94,5.9,53.75,49.03,2.51,0.01,2.56,2.17,2.17,2.1,11.31,-8.18,-9.61,24576,12155,4.79万,34.73,2.65,1.26,-4.42,0.67,2.56,0.237㈢,3.13,0,0.64,1.23,-0.89,35.53,   7.57㈢,8.79,4.68,4.04,0.03,4591,600248,--  ,--  ,--  
000961,中南建设,0.76,7.96,0.06,7.95,7.96,404277,2401,0,1.08,7.82,,,,9.19,8.13,7.76,7.9,9.83,322100768,1,建筑工程,江苏,4.68,7.97,207161,197116,1.05,1182,2002,--  ,1468600,0.01,--  ,--  ,37.31,        296.98亿,        296.72亿,2.79,3479,116,0.0003,2,2.58,-11.45,-23.09,-24.55,2.36,        136.25亿,13.36,0.9,-1.01,2.91,-1.77,0.85,1.79,-2.09,2.58,-0.09,20200325,20000301,37.28,--  ,--  ,2729.71,197.14,51.17,90.9,2399.99,29.81,6.66,1942.22,1603.86,84.56,29.96,409.56,327.71,34.69,3.74,33.81,23.36,22.64,21.51,111.86,48.11,40.64,51902,32979,26.25万,78.67,36.54,1.51,6.17,0.72,1.52,0.607㈢,5.29,5.29,0.8,3,1.29,7.22,  11.48㈢,19.98,8.47,5.53,--  ,16420,961,--  ,--  ,--  
000977,浪潮信息,0.76,38.5,0.29,38.49,38.5,410642,6060,0.63,2.85,37.29,,,,68.48,38.99,36.39,38.21,80.38,1538808704,1.03,IT设备,山东,6.8,37.47,219686,190956,1.15,110,7730,--  ,8587900,0.02,--  ,--  ,14.41,        554.83亿,        554.83亿,2.79,4640,89,0.0006,1,-5.71,-4.07,37.59,36.24,4.27,        370.57亿,83.61,1,-2.41,2.04,-4.76,-1.93,3.24,-1.26,5.8,2.69,20200326,20000608,14.41,--  ,--  ,249.26,95.7,3.32,60.27,226.12,8.55,7.43,141.72,76.58,87.95,43.97,382.3,339.68,6.68,1.38,6.7,5.15,5.18,4.69,25.97,-37.77,-9.66,153000,6291,24.22万,39.09,13.79,5.79,-14.69,1.45,0.14,0.400㈢,6.65,6.65,3.05,1.8,-2.62,38.39,   5.41㈢,11.15,1.75,1.35,14.45,4648,977,--  ,--  ,--  
002191,劲嘉股份,0.76,9.3,0.07,9.29,9.3,167194,1116,0.32,1.31,9.1,,,,15.85,9.49,9.07,9.23,15.17,155390832,1.08,广告包装,深圳,4.55,9.29,76361,90833,0.84,1301,518,--  ,1394100,0.02,--  ,--  ,12.73,        118.39亿,        136.23亿,2.79,3081,54,0.0004,5,4.73,-11.34,-19.76,-18.5,2.11,         73.78亿,18.64,0.97,-1.41,2.82,-1.73,0.69,2.2,-2,2.54,0.06,20200325,20071205,14.65,--  ,--  ,82.6,67.15,3.09,14.97,30.67,16.93,2.96,11.87,7.72,8.61,14.36,28.84,16.47,8.63,0.7,8.67,7.38,6.73,6.6,33.37,6.06,1.51,74484,10651,9.91万,23.44,21.35,1.98,22.49,4.72,3.25,0.460㈢,4.7,4.7,0.98,2.28,0.41,81.29,  10.03㈢,42.89,29.94,23.35,1.17,4404,2191,--  ,--  ,--  
000830,鲁西化工,0.75,8.09,0.06,8.09,8.1,209100,3559,0.12,1.43,7.9,,,,7.45,8.12,7.77,8.03,10.29,166059920,1.15,农药化肥,山东,4.36,7.94,91407,117693,0.78,40,2413,--  ,1068100,0.01,--  ,--  ,14.64,        118.45亿,        118.51亿,2.77,3027,69,0.0005,1,0.12,-12.73,-21.76,-23.03,2.15,         78.62亿,3.84,0.91,-1.62,1.12,-3.24,-1.1,2.41,-0.37,4.12,1.85,20191029,19980807,14.65,--  ,--  ,283.35,103.66,1.26,62.97,21.84,212.81,14.7,139.18,11.18,1.24,21.8,136.42,109.12,10.9,-0.02,11.18,8.64,8.64,8.31,61.84,21.17,-2.16,138972,6993,5.66万,-63.25,-13.5,1.14,5.6,0.87,6.23,0.580㈢,7.08,0,1.49,4.22,1.45,36.58,   8.34㈢,20.02,7.99,6.33,4.72,11980,830,--  ,--  ,--  
002504,弘高创意,0.74,2.72,0.02,2.71,2.72,103469,4795,0.37,2.5,2.66,,,,--  ,2.73,2.61,2.7,--  ,27521672,0.44,装修装饰,北京,4.44,2.66,55616,47853,1.16,2109,251,--  ,275800,0.03,--  ,--  ,4.15,         11.28亿,         27.90亿,2.77,1046,99,0.0024,1,-4.22,-3.88,-15.01,-15.01,2.5,         11.28亿,365.84,0.78,-1.48,1.11,-3.33,-1.49,2.26,-0.37,4.21,2.23,20191024,20101118,10.26,--  ,--  ,44.38,8.59,0.08,80.46,41.67,0.07,0,35.71,1.72,36.5,1.87,7.47,7.35,-1.08,0,-1.15,-0.99,-0.99,-0.92,5.66,-0.04,-0.11,44738,9266,2.52万,-808.5,-15.51,3.25,-747.18,3.74,0,-0.096㈢,0.84,0,0.18,0.55,0,19.35, -11.50㈢,1.62,-14.43,-13.22,--  ,433,2504,--  ,--  ,--  
002495,佳隆股份,0.74,2.74,0.02,2.74,2.75,122274,1071,0.74,1.71,2.7,,,,91.17,2.79,2.65,2.72,80.46,33370642,1.21,食品,广东,5.15,2.73,58181,64093,0.91,1951,1451,--  ,469300,0.03,--  ,--  ,7.14,         19.56亿,         25.64亿,2.76,1302,94,0.0013,1,-0.37,-0.36,-4.53,-4.87,2.3,         14.55亿,72.31,0.82,-0.74,2.57,-2.57,0.34,1.48,-1.79,3.4,0.4,20191029,20101102,9.36,--  ,--  ,12.94,11.85,--  ,8.41,2.96,4.74,0.45,0.73,0.52,0.05,0.55,2.2,1.22,0.29,0.01,0.29,0.24,0.24,0.23,1.46,0.41,0.05,58654,9053,2.48万,-23.35,-5.36,2.16,62.22,11.63,0,0.026㈢,1.27,0,0.06,0.16,0.04,91.59,   2.02㈢,44.62,13.13,10.84,0.09,518,2495,--  ,--  ,--  
300300,汉鼎宇佑,0.72,8.36,0.06,8.35,8.36,179823,1849,-0.23,2.68,8.23,,,,46.6,8.41,8.09,8.3,31.94,149516848,1.02,软件服务,浙江,3.86,8.31,78092,101731,0.77,570,516,--  ,1492100,0.05,--  ,--  ,6.71,         56.12亿,         56.73亿,2.75,2232,81,0.0012,2,-0.48,-6.7,-11.63,-21.65,4.95,         30.37亿,45.18,0.99,-0.84,1.33,-2.53,0.18,1.58,-0.59,3.34,0.55,20200325,20120319,6.79,--  ,--  ,34.85,24.95,-0.29,29.23,13.08,2.06,0.01,10.19,5.31,2.12,10.7,4.13,3.37,1.31,0.57,1.27,1.23,1.33,-0.12,6.17,-0.69,-1.79,21914,16577,13.86万,-2.76,6.25,3.62,-82.4,13.73,0.24,0.196㈢,2.31,2.31,1.58,0.91,-0.1,71.59,   5.34㈢,18.5,31.63,32.23,0.28,486,300300,--  ,--  ,--  
600597,光明乳业,0.72,11.18,0.08,11.17,11.18,147829,655,0.18,1.21,11.04,,,,35.15,11.32,11.04,11.1,23.13,165744352,0.88,乳制品,上海,2.52,11.21,66605,81224,0.82,75,147,--  ,1210000,0.02,--  ,--  ,12.24,        136.88亿,        136.90亿,1.62,3139,47,0.0004,1,1.27,2.19,-7.45,-11.9,2.5,         66.21亿,39.77,1.22,-0.54,1.98,-0.54,1.01,1.27,-1.24,1.27,-0.29,20191029,20020828,12.24,--  ,--  ,184.69,54.86,14.69,62.34,81.85,63.64,3.79,97.11,16.76,15.27,16.9,171.37,116.19,9.17,0.01,8.27,6.14,4.44,4.74,23.24,18.54,2.29,46196,12819,14.33万,11.27,8.25,2.5,7.38,0.8,0.9,0.363㈢,4.48,0,1.38,1.9,1.51,29.7,   8.09㈢,32.2,5.35,2.59,0.47,12765,600597,--  ,--  ,--  
000519,中兵红箭,0.72,7.04,0.05,7.04,7.05,293956,3589,0.14,2.11,6.88,,,,26.35,7.17,6.72,6.99,25.89,203829216,1.61,矿物制品,湖南,6.44,6.93,148559,145397,1.02,772,1188,--  ,853100,0.02,--  ,--  ,13.91,         97.96亿,         98.04亿,2.74,3272,90,0.0006,2,-1.4,-4.35,-8.22,-7.61,4.09,         50.65亿,28.04,0.85,-1.57,2.58,-3.86,-0.8,2.33,-1.81,4.76,1.52,20200323,19931008,13.93,--  ,--  ,105.87,80.93,-0.01,23.57,69.15,20.73,5.34,20.35,18.74,7.76,35.35,33.81,26.33,3.43,0.04,3.4,2.84,2.84,2.69,30.3,-0.15,-1.54,96800,7433,5.23万,8.52,9.82,1.21,-646.04,2.9,0.59,0.204㈢,5.81,0,2.54,2.18,-0.01,76.44,   3.51㈢,22.12,10.14,8.4,1.64,8084,519,--  ,--  ,--  
600188,兖州煤业,0.7,8.69,0.06,8.69,8.7,185551,1696,0,0.63,8.59,,,,4.52,8.74,8.52,8.63,4.58,160488928,1.41,煤炭开采,山东,2.55,8.65,83541,102010,0.82,1842,1852,--  ,759400,0.01,--  ,--  ,29.6,        257.21亿,        257.22亿,1.6,2846,65,0.0002,2,1.41,-7.26,-11.78,-17.71,2.68,         60.20亿,5.36,1.17,-0.46,1.27,-1.27,0.22,1.16,-0.57,2,0.47,20200328,19980701,49.12,--  ,19.52,1975.73,665.1,169.63,57.75,636.05,415.63,454.07,591.5,73.95,46.1,11.33,1506.11,1299.52,109.13,13.5,111.44,89.89,69.84,66.49,473.96,148.33,-77.58,70981,9759,8.48万,26.88,26.36,0.67,2.88,0.28,17.84,1.422㈢,12.89,12.89,0.23,9.65,3.02,33.66,  10.50㈢,13.72,7.25,4.64,1.34,64473,600188,--  ,--  ,--  
600620,天宸股份,0.68,5.88,0.04,5.87,5.88,33222,425,0,0.48,5.75,,,,44.73,5.96,5.72,5.84,36.65,19335704,0.8,综合类,上海,4.11,5.82,16351,16871,0.97,219,205,--  ,10400,0,--  ,--  ,6.87,         40.38亿,         40.38亿,1.59,750,44,0.0006,5,1.9,1.03,-8.98,-9.12,1.05,         18.61亿,59.27,1.02,-1.54,2.05,-2.05,-0.34,2.26,-1.34,2.8,1.02,20191030,19921117,6.87,--  ,--  ,31.84,25.46,0.27,19.19,9.46,0.6,0.94,0.61,0.37,0,0.53,0.36,0.17,0.82,0.94,0.85,0.78,0.83,0.75,2.23,-0.09,1.15,25054,12636,7.43万,36.29,-4.17,1.59,-469.44,112.61,0.51,0.120㈢,3.71,0,0.08,0.32,-0.01,79.96,   3.25㈢,51.34,228.9,230.45,--  ,418,600620,--  ,--  ,--  
002742,三圣股份,0.68,5.91,0.04,5.91,5.92,63453,2318,-0.16,2.35,5.81,,,,22.36,5.94,5.66,5.87,23.64,36845820,0.64,其他建材,重庆,4.77,5.81,33530,29923,1.12,583,347,--  ,342200,0.04,--  ,--  ,2.7,         15.94亿,         25.53亿,2.71,1329,48,0.0018,2,1.54,-8.51,-0.16,-2.48,4.29,          8.75亿,22.88,0.76,-1.02,1.19,-3.58,-1.08,1.72,-0.51,4.42,1.76,20191023,20150217,4.32,--  ,--  ,50,15.46,2.64,63.81,25.67,14.3,3.21,24.94,3.58,15.36,2.52,22.07,17.63,1.25,0,1.22,1.03,0.81,0.77,8.06,0.74,1.06,24951,5934,3.51万,3.28,25.14,1.65,34.29,1.16,1.7,0.187㈢,3.58,0,0.58,1.87,0.17,30.91,   5.24㈢,20.12,5.66,3.67,0.25,2944,2742,--  ,--  ,--  
601098,中南传媒,0.66,10.6,0.07,10.6,10.61,54487,1047,0,0.3,10.41,,,,14.7,10.75,10.31,10.53,15.55,57395944,0.86,出版业,湖南,4.18,10.53,17867,36620,0.49,235,869,--  ,54100,0,--  ,--  ,17.96,        190.38亿,        190.38亿,1.57,2795,19,0.0001,1,-1.12,-7.59,-10.77,-11.22,0.86,         67.22亿,15.28,1.04,-1.14,2.09,-2.09,0.04,1.83,-1.4,2.81,0.63,20191030,20101028,17.96,--  ,--  ,212.82,133.07,7.24,34.07,180.21,13.04,10,69.88,19.8,16.85,44.2,63.74,36.46,10.1,0.6,10.11,9.91,9.18,8.84,60.43,10.7,-6.04,26252,24155,25.60万,5.61,4.34,1.43,17.8,2.99,5.79,0.511㈢,7.41,0,2.46,3.36,0.6,62.53,   6.90㈢,42.8,15.85,14.41,0.37,13490,601098,--  ,--  ,--  
600696,ST岩石,0.66,12.13,0.08,12.08,12.13,15177,333,0.41,0.45,11.96,,,,372.3,12.24,11.95,12.05,235.68,18357162,1.58,区域地产,上海,2.41,12.1,8367,6810,1.23,40,204,--  ,162700,0.01,--  ,--  ,3.34,         40.57亿,         40.57亿,1.57,446,34,0.001,5,5.02,17.88,-8.73,-5.68,0.95,         19.44亿,209.69,0.53,-0.75,1.58,-0.83,0.38,1.42,-0.9,1.51,0.28,20191205,19931206,3.34,--  ,--  ,4.9,2.55,0.2,43.99,3.99,0.01,0.01,2.01,0.01,0.03,0.25,0.98,0.67,0.19,0,0.18,0.13,0.13,0.13,-1.06,-0.56,0.17,22035,7274,8.82万,-39.4,-76.3,15.93,-72.1,41.38,0,0.039㈢,0.76,0,0.07,-0.32,-0.17,52.01,   5.07㈢,32,18.97,13.17,--  ,25,600696,--  ,--  ,--  
603367,辰欣药业,0.66,16.75,0.11,16.74,16.75,48498,593,0.18,1.69,16.65,,,,13.99,16.9,16.45,16.64,13.84,80978832,1.12,化学制药,山东,2.7,16.7,26855,21643,1.24,47,176,--  ,303000,0.01,--  ,--  ,2.88,         48.19亿,         75.94亿,1.56,1898,26,0.0009,5,1.88,-0.95,2.95,1.2,2.79,         29.10亿,14.98,1.05,0.06,1.56,-1.14,0.34,0.6,-0.89,1.82,0.32,20191028,20170929,4.53,--  ,--  ,54.6,44.47,0.01,18.53,37.27,10.2,2.09,9.34,6.03,6.67,18.82,29.97,12.93,4.78,0.63,4.82,4.12,4.11,3.88,18.98,3.59,2.27,28441,6109,10.23万,9.53,7.34,1.71,21.15,2.53,1.57,0.908㈢,9.81,0,4.15,4.19,0.79,81.44,   9.25㈢,56.86,15.96,13.73,2.12,2880,603367,--  ,--  ,--  
002638,勤上股份,0.66,3.05,0.02,3.04,3.05,173721,10708,0.99,1.77,2.99,,,,--  ,3.05,2.89,3.03,3016.67,51309272,1.21,文教休闲,广东,5.28,2.95,71665,102056,0.7,1151,105,--  ,241000,0.01,--  ,--  ,9.79,         29.87亿,         46.32亿,2.69,1133,153,0.0016,1,0,-4.99,-19.52,-17.35,2.4,         22.09亿,--  ,0.78,-1.32,0.66,-4.62,-2.52,2.01,0,5.54,3.18,20191031,20111125,15.19,--  ,--  ,47.68,39.36,0,17.44,27.16,1.84,0.65,6.4,3.41,6.12,34.82,8.36,6.76,0.07,0,0.1,0.01,0.01,-0.08,-11.27,-1.86,-14.19,37432,19353,5.90万,-98.41,-12.91,1.18,-24.9,5.54,0,0.001㈢,2.59,0,2.29,-0.74,-0.12,82.56,   0.03㈢,19.19,0.82,0.14,0.03,4977,2638,--  ,--  ,--  
000970,中科三环,0.66,9.2,0.06,9.19,9.2,173279,2165,0.22,1.63,9,,,,44.94,9.35,8.82,9.14,47.09,156075520,1.01,元器件,北京,5.8,9.01,86841,86438,1,159,778,--  ,351900,0,--  ,--  ,10.65,         98.00亿,         98.00亿,2.68,2859,61,0.0006,1,0.11,-11.79,-14.26,-14.42,2.12,         75.29亿,39.21,1.12,-1.53,2.3,-3.5,-1.45,2.22,-1.6,4.31,2.11,20200327,20000420,10.65,--  ,--  ,64.78,45.31,7.94,17.8,47.07,10.62,1.29,10.98,14.41,11.72,4.32,29.52,24.04,2.51,-0.02,2.51,1.84,1.56,1.37,27.64,4.06,1.41,98904,8274,7.61万,-16.85,-1.87,2.16,24.13,3.32,0.98,0.147㈢,4.25,0,0.41,2.6,0.38,69.94,   3.44㈢,18.56,8.52,5.29,0.6,5422,970,--  ,--  ,--  
600971,恒源煤电,0.65,4.65,0.03,4.65,4.66,73429,445,0.22,0.61,4.6,,,,4.43,4.69,4.55,4.62,5.82,33880140,1.16,煤炭开采,安徽,3.03,4.61,25492,47937,0.53,629,3807,--  ,488500,0.02,--  ,--  ,12,         55.80亿,         55.80亿,1.55,1374,53,0.0004,2,-0.01,-9.18,-19.69,-22.24,1.36,         25.13亿,4.54,1.15,-0.43,1.52,-1.52,-0.13,1.09,-0.85,2.2,0.78,20191025,20040817,12,--  ,--  ,154.16,81.94,1.02,46.18,78.5,33.44,25.5,51.24,3.15,2.08,18.6,47.11,27.45,9.99,-0.03,9.96,7.18,7.19,7.18,39.22,12.61,-0.37,43340,12470,5.80万,4.34,1.03,0.68,4.43,1.18,7.4,0.599㈢,6.83,0,1.55,3.27,1.05,53.15,   8.77㈢,41.75,21.2,15.25,1.48,13470,600971,--  ,--  ,--  
600332,白云山,0.64,31.59,0.2,31.58,31.59,85609,699,0.19,0.61,31.05,,,,16.14,31.8,30.83,31.39,12.19,268224352,0.76,中成药,广东,3.09,31.33,42083,43526,0.97,333,749,--  ,1689100,0.01,--  ,--  ,14.06,        444.12亿,        444.12亿,1.54,3404,25,0.0002,1,1.25,-9.28,-6.43,-11.29,1.45,        185.96亿,14.83,0.49,-1.08,1.31,-1.78,-0.19,1.74,-0.66,2.47,0.82,20191029,20010206,16.26,--  ,2.2,543.18,241.57,17.62,52.28,434.98,28.77,24.11,268.96,90.41,146.46,98.65,500.62,391.87,39.68,1.55,40.51,33.8,31.6,27.46,112.96,10.22,-0.35,75901,7756,24.50万,-8.13,67.57,2.13,50.23,1.03,1.35,1.943㈢,14.86,0,6.07,6.95,0.63,44.47,  13.08㈢,21.72,7.93,6.31,4.64,23131,600332,--  ,--  ,--  
600819,耀皮玻璃,0.64,4.75,0.03,4.74,4.75,37946,906,0.42,0.51,4.7,,,,32.21,4.75,4.57,4.72,24.45,17661412,1.07,玻璃,上海,3.81,4.65,17902,20044,0.89,1091,95,--  ,0,0,--  ,--  ,7.47,         35.50亿,         44.41亿,1.54,1054,36,0.0005,2,0.86,-5.75,-2.67,-6.68,1.57,         11.50亿,48.66,1.43,-0.42,0.64,-3.18,-1.39,1.06,0,3.94,2.03,20191030,19940128,9.35,1.88,--  ,71.97,32.18,7.23,45.23,29.83,32.39,4.14,25.77,10.24,7.2,11.57,33.07,26.53,1.51,0.11,1.55,1.41,1.36,0.78,6.47,2.85,-1.4,49124,8744,4.15万,51.51,17.78,1.38,15.58,1.34,0.64,0.146㈢,3.44,0,1.24,0.69,0.3,44.72,   4.23㈢,19.76,4.58,4.12,1.23,2661,600819,--  ,--  ,--  
000712,锦龙股份,0.62,12.91,0.08,12.91,12.92,108733,1653,0.16,1.37,12.66,,,,162.88,13.02,12.6,12.83,163.9,139522400,1.03,证券,广东,3.27,12.83,56780,51953,1.09,289,1238,--  ,1635700,0.03,--  ,--  ,7.96,        102.76亿,        115.67亿,2.65,2805,39,0.0005,2,-0.38,-9.91,-15.01,-15.06,2.43,         57.66亿,162.88,1.07,-1.33,1.48,-1.79,0.01,1.97,-0.84,2.46,0.61,20200326,19970415,8.96,--  ,--  ,273.06,33.42,18.93,80.83,0,1.06,4.26,0,0,0,7.08,15.19,0,2.07,10.27,2.08,1.44,0.71,-0.2,15.19,25.43,19.99,54777,8154,10.53万,138.96,55.26,3.46,4.55,7.61,0,0.079㈣,3.73,0,0.79,1.7,2.84,12.24,   2.11㈣,--  ,13.61,4.65,--  ,1564,712,--  ,--  ,--  
600780,通宝能源,0.62,3.23,0.02,3.23,3.24,33924,406,0,0.3,3.19,,,,13.14,3.29,3.16,3.21,13.23,10884365,1.4,火力发电,山西,4.05,3.21,19384,14540,1.33,546,312,--  ,202200,0.01,--  ,--  ,11.47,         37.03亿,         37.03亿,1.52,614,55,0.0005,2,-0.92,-1.52,-7.72,-8.24,0.76,         14.48亿,13.14,1,-0.62,2.49,-1.56,-0.05,1.25,-1.82,2.22,0.67,20200327,19961205,11.47,--  ,--  ,82.98,53.82,-0.27,35.46,21.26,48.55,1.37,19.88,1.04,2.31,12.25,66.15,57.05,3.99,0.23,3.84,2.77,2.8,2.77,27.13,10.69,-3.81,43045,10412,3.36万,25.01,9.75,0.69,3.46,0.56,2.49,0.244㈣,4.69,0,1.07,2.37,0.93,64.86,   5.20㈣,13.75,6.03,4.23,0.01,5159,600780,--  ,--  ,--  
600693,东百集团,0.61,4.93,0.03,4.92,4.93,60803,562,0.2,0.68,4.86,,,,9.51,4.97,4.74,4.9,13.8,29500788,0.86,百货,福建,4.69,4.85,25717,35086,0.73,391,1448,--  ,37400,0,--  ,--  ,8.97,         44.23亿,         44.28亿,1.51,1287,47,0.0005,2,0,-0.2,-5.01,-5.74,1.6,         18.70亿,16.8,0.75,-0.82,1.43,-3.27,-0.98,1.44,-0.8,4.01,1.6,20191029,19931122,8.98,--  ,--  ,87.93,24.07,3.21,68.98,41,8.52,3.75,25.42,26.3,0.92,1.11,27.53,22.07,3.2,2.69,3.11,2.32,2.41,2.48,13.48,0.11,0.09,15919,23829,11.75万,504.14,49.45,1.84,420.14,1.61,0,0.268㈢,2.68,0,0.12,1.5,0.01,27.37,  10.00㈢,19.82,11.62,8.74,--  ,1400,600693,--  ,--  ,--  
